🗂️ Rapport de cohérence - 2025-05-01T19:47:46.130Z

[686] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-314-686 | Slug: lait-infantile-bio-everymilk-3-croissance-de-10-mois-à-3-ans--- | Name: Lait Infantile Bio Everymilk 3 Croissance De 10 Mois À 3 Ans - 
[1829] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1192-1829 | Slug: réhausseur-de-chaise-youpla---terracotta---fabriquée-en-france | Name: Réhausseur De Chaise Youpla - Terracotta - Fabriquée En France
[13729] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-12579-13729 | Slug: edulcorant-spécial-pâtisserie-purevia | Name: Edulcorant spécial pâtisserie PUREVIA
[11928] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-10781-11928 | Slug: biscuits-spéculoos-original-lotus-biscoff | Name: Biscuits Spéculoos Original LOTUS BISCOFF
[17875] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-16699-17875 | Slug: pâtes-penne-rigate-barilla | Name: Pâtes penne rigate BARILLA
[746] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-333-746 | Slug: physiolac-bio-2---lot-de-6-boites-de-800g- | Name: Physiolac Bio 2 - Lot De 6 Boites De 800g 
[747] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-333-747 | Slug: physiolac-bio-2---lot-de-6-boites-de-800g- | Name: Physiolac Bio 2 - Lot De 6 Boites De 800g 
[751] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-336-751 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---lot-de-6-boîtes- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - Lot De 6 Boîtes 
[752] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-336-752 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---lot-de-6-boîtes- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - Lot De 6 Boîtes 
[753] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-337-753 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---lot-de-3-boîtes- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - Lot De 3 Boîtes 
[1830] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1193-1830 | Slug: bavoir-semi-rigide-avec-récupérateur | Name: Bavoir Semi-rigide Avec Récupérateur
[11929] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-10782-11929 | Slug: biscuits-caramel-au-beurre-salé-&-vanil-gavottes | Name: Biscuits caramel au beurre salé & vanil GAVOTTES
[1410] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-773-1410 | Slug: biberon-verre-col-large-120ml-0-6-mois-nuk | Name: Biberon verre col large 120mL 0-6 mois NUK
[1411] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-774-1411 | Slug: boîte-cuillère-bébé-grise-tex-baby | Name: Boîte cuillère bébé grise TEX BABY
[1514] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-877-1514 | Slug: babymoov-lot-de-2-bavoirs-en-silicone-bib'isy,-avec-poche-ventrale | Name: Babymoov Lot De 2 Bavoirs En Silicone Bib'isy, Avec Poche Ventrale
[1515] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-878-1515 | Slug: chauffe-biberon-nomade-moov-&-feed-----340ml---minéral-beige---réglage-température---maintien-chaud | Name: Chauffe-biberon Nomade Moov & Feed - - 340ml - Minéral Beige - Réglage Température - Maintien Chaud
[754] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-337-754 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---lot-de-3-boîtes- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - Lot De 3 Boîtes 
[1591] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-954-1591 | Slug: dodie-minnie-kit-biberons-330-ml-x3-eb6 | Name: Dodie Minnie Kit Biberons 330 Ml X3 Eb6
[1592] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-955-1592 | Slug: lot-de-4-biberons-naissance-tétine-plate-anti-colique-(2x150ml-et-2x270ml),-+-une-sucette-naissance | Name: Lot De 4 Biberons Naissance Tétine Plate Anti-colique (2x150ml Et 2x270ml), + Une Sucette Naissance
[1593] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-956-1593 | Slug: dodie---lot-de-2-biberons-initiation+-330ml-fille | Name: Dodie - Lot De 2 Biberons Initiation+ 330ml Fille
[755] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-337-755 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---lot-de-3-boîtes- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - Lot De 3 Boîtes 
[756] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-338-756 | Slug: plastorex-assiette-ronde-3-compartiments-mélamine-blanche-décor-frugu- | Name: Plastorex Assiette Ronde 3 Compartiments Mélamine Blanche Décor Frugu 
[757] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-339-757 | Slug: plastorex-coffret-repas-mélamine-blanche-décor-petits-coeurs-bleus-(a- | Name: Plastorex Coffret Repas Mélamine Blanche Décor Petits Coeurs Bleus (a 
[758] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-340-758 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---1-boîte- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - 1 Boîte 
[759] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-340-759 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---1-boîte- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - 1 Boîte 
[760] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-340-760 | Slug: lait-infantile-bio-everymilk-1-de-0-à-6-mois---1-boîte- | Name: Lait Infantile Bio Everymilk 1 De 0 À 6 Mois - 1 Boîte 
[1412] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-775-1412 | Slug: boîte-cuillère-bébé-rose-tex-baby | Name: Boîte cuillère bébé rose TEX BABY
[1413] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-776-1413 | Slug: bol-anti-dérapant-badabulle | Name: Bol anti-dérapant BADABULLE
[1414] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-777-1414 | Slug: bol-bébé-multicolore-avec-ventouses-munchkin | Name: Bol bébé multicolore avec ventouses MUNCHKIN
[761] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-341-761 | Slug: thermobaby-3-boites-de-transport-pour-poudre-de-lait-vert-céladon- | Name: Thermobaby 3 Boites De Transport Pour Poudre De Lait Vert Céladon 
[762] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-342-762 | Slug: babycalin-5-bavoirs-naissance-unis-a-velcro-20-x-25-cm- | Name: Babycalin 5 Bavoirs Naissance Unis A Velcro 20 X 25 Cm 
[763] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-343-763 | Slug: babycalin-bavoir-imprimé-tablier-bébé-moustache---40x45-cm- | Name: Babycalin Bavoir Imprimé Tablier Bébé Moustache - 40x45 Cm 
[764] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-344-764 | Slug: mickey-bavoir-maternelle-''je-m'appelle''-a-elastique-35-x-38-cm- | Name: Mickey Bavoir Maternelle ''je M'appelle'' A Elastique 35 X 38 Cm 
[765] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-345-765 | Slug: babycalin-bavoir-maternelle-chat---35x38-cm- | Name: Babycalin Bavoir Maternelle Chat - 35x38 Cm 
[766] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-346-766 | Slug: babycalin-lot-de-3-bavoirs-maternelle-je-m'appelle---bleu-aqua,-orang- | Name: Babycalin Lot De 3 Bavoirs Maternelle Je M'appelle - Bleu Aqua, Orang 
[767] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-347-767 | Slug: babycalin-bavoir-maternelle-je-m'appelle---bleu-aqua---37-x-47,5-cm- | Name: Babycalin Bavoir Maternelle Je M'appelle - Bleu Aqua - 37 X 47,5 Cm 
[768] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-348-768 | Slug: disney-baby-mickey-bavoir-2eme-âge-bagolo-réversible---30-x-37-cm- | Name: Disney Baby Mickey Bavoir 2eme Âge Bagolo Réversible - 30 X 37 Cm 
[1386] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-749-1386 | Slug: bavoir-rose-tic-&-tac-disney | Name: Bavoir rose Tic & Tac DISNEY
[1387] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-750-1387 | Slug: bavoir-bleu-mickey-disney | Name: Bavoir bleu Mickey DISNEY
[1388] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-751-1388 | Slug: bavoir-blanc-minnie-disney | Name: Bavoir blanc Minnie DISNEY
[1389] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-752-1389 | Slug: biberon-bébé-bleu-à-poignées-300ml-disney | Name: Biberon bébé bleu à poignées 300mL DISNEY
[1390] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-753-1390 | Slug: biberon-bébé-blanc-270ml-disney | Name: Biberon bébé blanc 270mL DISNEY
[1391] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-754-1391 | Slug: biberon-bébé-bleu-240ml-disney | Name: Biberon bébé bleu 240mL DISNEY
[1392] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-755-1392 | Slug: biberon-bébé-rose-à-poignées-300ml-disney | Name: Biberon bébé rose à poignées 300mL DISNEY
[1393] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-756-1393 | Slug: biberon-à-col-étroit-250ml-nuk | Name: Biberon à col étroit 250mL NUK
[1394] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-757-1394 | Slug: biberon-col-large-300ml-0-6-mois-nuk | Name: Biberon col large 300mL 0-6 mois NUK
[1702] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1065-1702 | Slug: bavoir-scratch-bébé-faon-"forêt-magique"-45cm-blanc | Name: Bavoir Scratch Bébé Faon "forêt Magique" 45cm Blanc
[1703] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1066-1703 | Slug: bavoir-scratch-bébé-"forêt-magique"-45cm-blanc | Name: Bavoir Scratch Bébé "forêt Magique" 45cm Blanc
[1704] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1067-1704 | Slug: bavoir-silicone-bébé-"forêt-magique"-30cm-bois-de-rose | Name: Bavoir Silicone Bébé "forêt Magique" 30cm Bois De Rose
[1705] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1068-1705 | Slug: bavoir-bébé-"sweet-savane"-43cm-vert-&-blanc | Name: Bavoir Bébé "sweet Savane" 43cm Vert & Blanc
[1706] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1069-1706 | Slug: gourde-bébé-"olympique-de-marseille"-330ml-bleu | Name: Gourde Bébé "olympique De Marseille" 330ml Bleu
[1707] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1070-1707 | Slug: gobelet-bébé-"olympique-de-marseille"-330ml-bleu | Name: Gobelet Bébé "olympique De Marseille" 330ml Bleu
[1708] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1071-1708 | Slug: protection-de-rehausseur-"siège-voiture"-45cm-gris | Name: Protection De Rehausseur "siège Voiture" 45cm Gris
[1709] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1072-1709 | Slug: bavoir-avec-récupérateur-"pieuvre"-34cm-bleu | Name: Bavoir Avec Récupérateur "pieuvre" 34cm Bleu
[1710] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1073-1710 | Slug: biberon-col-étroit-"renard"-125ml-beige | Name: Biberon Col Étroit "renard" 125ml Beige
[1711] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1074-1711 | Slug: biberon-col-étroit-"lapin"-250ml-beige | Name: Biberon Col Étroit "lapin" 250ml Beige
[1712] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1075-1712 | Slug: gobelet-pour-bébé-anti-goutte-"étoile"-225ml-jaune | Name: Gobelet Pour Bébé Anti-goutte "étoile" 225ml Jaune
[1713] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1076-1713 | Slug: set-de-2-couverts-bébé-"ciel"-14cm-blanc | Name: Set De 2 Couverts Bébé "ciel" 14cm Blanc
[1714] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1077-1714 | Slug: goupillon-pour-biberon-"rotatif"-29cm-gris | Name: Goupillon Pour Biberon "rotatif" 29cm Gris
[1715] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1078-1715 | Slug: biberon-col-large-"étoile"-270ml-gris | Name: Biberon Col Large "étoile" 270ml Gris
[1716] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1079-1716 | Slug: set-de-2-cuillères-bébé-"thermosensible"-14cm-blanc | Name: Set De 2 Cuillères Bébé "thermosensible" 14cm Blanc
[1717] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1080-1717 | Slug: lot-de-2-bavoirs-bandana-"forêt"-41cm-beige | Name: Lot De 2 Bavoirs Bandana "forêt" 41cm Beige
[1718] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1081-1718 | Slug: coffret-repas-4-pièces-pour-bébé-"forêt"-beige | Name: Coffret Repas 4 Pièces Pour Bébé "forêt" Beige
[1719] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1082-1719 | Slug: biberon-col-étroit-"hippocampe-océan"-250ml-bleu | Name: Biberon Col Étroit "hippocampe Océan" 250ml Bleu
[1720] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1083-1720 | Slug: lot-de-3-bavoirs-scratch-"ciel"-35cm-rose | Name: Lot De 3 Bavoirs Scratch "ciel" 35cm Rose
[1721] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1084-1721 | Slug: gobelet-pour-bébé-anti-goutte-"étoile"-225ml-rose | Name: Gobelet Pour Bébé Anti-goutte "étoile" 225ml Rose
[1722] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1085-1722 | Slug: housse-de-protection-pour-biberon-"col-étroit"-14cm-gris | Name: Housse De Protection Pour Biberon "col Étroit" 14cm Gris
[1723] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1086-1723 | Slug: lot-de-2-bavoirs-bébé-"koala"-41cm-blanc-&-vert | Name: Lot De 2 Bavoirs Bébé "koala" 41cm Blanc & Vert
[1724] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1087-1724 | Slug: lot-de-2-bavoirs-bébé-"bandana"-41cm-rose | Name: Lot De 2 Bavoirs Bébé "bandana" 41cm Rose
[1725] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1088-1725 | Slug: lot-de-2-bavoirs-bébé-"bandana"-41cm-vert-foncé | Name: Lot De 2 Bavoirs Bébé "bandana" 41cm Vert Foncé
[1726] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1089-1726 | Slug: lot-de-2-bavoirs-bébé-"bandana"-41cm-vert-céladon | Name: Lot De 2 Bavoirs Bébé "bandana" 41cm Vert Céladon
[1727] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1090-1727 | Slug: lot-de-2-bavoirs-bébé-"absorbant"-27cm-rose | Name: Lot De 2 Bavoirs Bébé "absorbant" 27cm Rose
[1728] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1091-1728 | Slug: lot-de-2-bavoirs-bébé-"absorbant"-27cm-vert-foncé | Name: Lot De 2 Bavoirs Bébé "absorbant" 27cm Vert Foncé
[1729] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1092-1729 | Slug: biberon-pour-bébé-faon-"forêt-magique"-250ml-rose | Name: Biberon Pour Bébé Faon "forêt Magique" 250ml Rose
[1730] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1093-1730 | Slug: bavoir-silicone-bébé-"forêt-magique"-30cm-céladon | Name: Bavoir Silicone Bébé "forêt Magique" 30cm Céladon
[1731] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1094-1731 | Slug: bavoir-bébé-"forêt-magique"-43cm-rose-&-blanc | Name: Bavoir Bébé "forêt Magique" 43cm Rose & Blanc
[1732] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1095-1732 | Slug: gourde-bébé-"olympique-de-marseille"-360ml-bleu | Name: Gourde Bébé "olympique De Marseille" 360ml Bleu
[1733] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1096-1733 | Slug: égouttoir-à-biberons-"joli-jardin"-32cm-vert | Name: Égouttoir À Biberons "joli Jardin" 32cm Vert
[1734] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1097-1734 | Slug: biberon-col-étroit-"nuage"-125ml-gris | Name: Biberon Col Étroit "nuage" 125ml Gris
[1735] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1098-1735 | Slug: gobelet-pour-bébé-anti-goutte-"ourson"-225ml-marron | Name: Gobelet Pour Bébé Anti-goutte "ourson" 225ml Marron
[1736] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1099-1736 | Slug: lot-de-2-tétines-pour-biberon-"col-étroit"-transparent | Name: Lot De 2 Tétines Pour Biberon "col Étroit" Transparent
[1737] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1100-1737 | Slug: goupillon-pour-biberon-"brosse"-30cm-jaune | Name: Goupillon Pour Biberon "brosse" 30cm Jaune
[1738] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1101-1738 | Slug: cuillère-avec-manche-long-"repas-bébé"-jaune | Name: Cuillère Avec Manche Long "repas Bébé" Jaune
[1873] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1236-1873 | Slug: bavoir-bebe-avec-recuperateur-leopard | Name: Bavoir Bebe Avec Recuperateur Leopard
[1874] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1237-1874 | Slug: lot-de-deux-bavoirs-bebe-en-gaze-de-coton-22-x-27-cm-celadon | Name: Lot De Deux Bavoirs Bebe En Gaze De Coton 22 X 27 Cm Celadon
[1875] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1238-1875 | Slug: lot-de-deux-bavoirs-bebe-en-gaze-de-coton-22-x-27-cm-rose | Name: Lot De Deux Bavoirs Bebe En Gaze De Coton 22 X 27 Cm Rose
[1876] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1239-1876 | Slug: abc---stérilisateur-inox-thermostat-et-minuterie-a737.004 | Name: Abc - Stérilisateur Inox Thermostat Et Minuterie A737.004
[1877] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1240-1877 | Slug: rehausseur-go-anywhere-camelot | Name: Rehausseur Go Anywhere Camelot
[1878] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1241-1878 | Slug: rehausseur-go-anywhere-stars-gris | Name: Rehausseur Go Anywhere Stars Gris
[1879] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1242-1879 | Slug: chaise-haute-avec-roues-vane | Name: Chaise Haute Avec Roues Vane
[1880] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1243-1880 | Slug: chaise-haute-manet-windmill | Name: Chaise Haute Manet Windmill
[1881] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1244-1881 | Slug: chaise-haute-manet-dandelion | Name: Chaise Haute Manet Dandelion
[1415] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-778-1415 | Slug: chaise-haute-noir-évolutive-bebe-confort | Name: Chaise haute noir évolutive BEBE CONFORT
[1416] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-779-1416 | Slug: chaise-haute-bébé-verte-dès-6-mois-et-plus-lily-bebe-confort | Name: Chaise-haute bébé verte dès 6 mois et plus Lily BEBE CONFORT
[1739] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1102-1739 | Slug: set-de-3-cuillères-bébé-"souple"-16cm-multicolore | Name: Set De 3 Cuillères Bébé "souple" 16cm Multicolore
[1740] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1103-1740 | Slug: biberon-col-large-"étoile"-360ml-gris | Name: Biberon Col Large "étoile" 360ml Gris
[1882] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1245-1882 | Slug: rehausseur-go-anywhere-london | Name: Rehausseur Go Anywhere London
[1883] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1246-1883 | Slug: chaise-haute-avec-roues-baby-rabbit-gris | Name: Chaise Haute Avec Roues Baby Rabbit Gris
[1884] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1247-1884 | Slug: chaise-haute-arzak---pink | Name: Chaise Haute Arzak - Pink
[1885] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1248-1885 | Slug: chaise-haute-arzakv---gris | Name: Chaise Haute Arzakv - Gris
[1886] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1249-1886 | Slug: chaise-haute-avec-roues---animals | Name: Chaise Haute Avec Roues - Animals
[1887] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1250-1887 | Slug: rehausseur-go-anywhere-nordic-gris | Name: Rehausseur Go Anywhere Nordic Gris
[1888] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1251-1888 | Slug: rehausseur-go-anywhere-nordic-rose | Name: Rehausseur Go Anywhere Nordic Rose
[1889] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1252-1889 | Slug: chaise-haute-avec-roues-baby-rabbit---rose | Name: Chaise Haute Avec Roues Baby Rabbit - Rose
[1890] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1253-1890 | Slug: chaise-haute-avec-roues-tree | Name: Chaise Haute Avec Roues Tree
[1891] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1254-1891 | Slug: chaise-haute-en-bois-adria | Name: Chaise Haute En Bois Adria
[1892] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1255-1892 | Slug: chaise-haute-arzak---green | Name: Chaise Haute Arzak - Green
[1893] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1256-1893 | Slug: at4---réhausse-chaise-haute-bébé-évolutive-confort | Name: At4 - Réhausse Chaise Haute Bébé Évolutive Confort
[1894] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1257-1894 | Slug: stor---tasse-d'apprentissage-pour-enfant-peppa-pig---250-ml | Name: Stor - Tasse D'apprentissage Pour Enfant Peppa Pig - 250 Ml
[1895] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1258-1895 | Slug: stor---set-de-2-couverts-métalique-pour-enfant-"mickey" | Name: Stor - Set De 2 Couverts Métalique Pour Enfant "mickey"
[1896] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1259-1896 | Slug: ensemble-repas-pour-enfant-"sonic"---livré-en-vrac---sans-bpa | Name: Ensemble Repas Pour Enfant "sonic" - Livré En Vrac - Sans Bpa
[1897] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1260-1897 | Slug: ensemble-repas-pour-enfant-"peppa-pig"---livré-en-vrac---sans-bpa | Name: Ensemble Repas Pour Enfant "peppa Pig" - Livré En Vrac - Sans Bpa
[1898] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1261-1898 | Slug: stor---set-de-2-couverts-métalique-pour-enfant-"la-reine-des-neiges" | Name: Stor - Set De 2 Couverts Métalique Pour Enfant "la Reine Des Neiges"
[1899] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1262-1899 | Slug: montessori-tour-d'apprentissage-penguin-4in1 | Name: Montessori Tour D'apprentissage Penguin 4in1
[1900] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1263-1900 | Slug: tour-d'apprentissage-bus-5in1-grey-sticker | Name: Tour D'apprentissage Bus 5in1 Grey Sticker
[1901] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1264-1901 | Slug: tour-d'apprentissage-bus-5in1-pink-sticker | Name: Tour D'apprentissage Bus 5in1 Pink Sticker
